species_id,pokemon_id,name_ko,name_en,generation,is_legendary,is_mythical,types_en,types_ko,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,total,image_file,image_url
211,211,침바루,qwilfish,generation-ii,0,0,water|poison,물|독,0.5,3.9,65,95,85,55,55,85,440,data\images\0211_qwilfish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png
212,212,핫삼,scizor,generation-ii,0,0,bug|steel,벌레|강철,1.8,118.0,70,130,100,55,80,65,500,data\images\0212_scizor.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png
213,213,단단지,shuckle,generation-ii,0,0,bug|rock,벌레|바위,0.6,20.5,20,10,230,10,230,5,505,data\images\0213_shuckle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png
214,214,헤라크로스,heracross,generation-ii,0,0,bug|fighting,벌레|격투,1.5,54.0,80,125,75,40,95,85,500,data\images\0214_heracross.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png
215,215,포푸니,sneasel,generation-ii,0,0,dark|ice,악|얼음,0.9,28.0,55,95,55,35,75,115,430,data\images\0215_sneasel.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png
216,216,깜지곰,teddiursa,generation-ii,0,0,normal,노말,0.6,8.8,60,80,50,50,50,40,330,data\images\0216_teddiursa.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png
217,217,링곰,ursaring,generation-ii,0,0,normal,노말,1.8,125.8,90,130,75,75,75,55,500,data\images\0217_ursaring.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png
218,218,마그마그,slugma,generation-ii,0,0,fire,불꽃,0.7,35.0,40,40,40,70,40,20,250,data\images\0218_slugma.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png
219,219,마그카르고,magcargo,generation-ii,0,0,fire|rock,불꽃|바위,0.8,55.0,60,50,120,90,80,30,430,data\images\0219_magcargo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png
220,220,꾸꾸리,swinub,generation-ii,0,0,ice|ground,얼음|땅,0.4,6.5,50,50,40,30,30,50,250,data\images\0220_swinub.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png
221,221,메꾸리,piloswine,generation-ii,0,0,ice|ground,얼음|땅,1.1,55.8,100,100,80,60,60,50,450,data\images\0221_piloswine.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png
222,222,코산호,corsola,generation-ii,0,0,water|rock,물|바위,0.6,5.0,65,55,95,65,95,35,410,data\images\0222_corsola.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png
223,223,총어,remoraid,generation-ii,0,0,water,물,0.6,12.0,35,65,35,65,35,65,300,data\images\0223_remoraid.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png
224,224,대포무노,octillery,generation-ii,0,0,water,물,0.9,28.5,75,105,75,105,75,45,480,data\images\0224_octillery.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png
225,225,딜리버드,delibird,generation-ii,0,0,ice|flying,얼음|비행,0.9,16.0,45,55,45,65,45,75,330,data\images\0225_delibird.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png
226,226,만타인,mantine,generation-ii,0,0,water|flying,물|비행,2.1,220.0,85,40,70,80,140,70,485,data\images\0226_mantine.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png
227,227,무장조,skarmory,generation-ii,0,0,steel|flying,강철|비행,1.7,50.5,65,80,140,40,70,70,465,data\images\0227_skarmory.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png
228,228,델빌,houndour,generation-ii,0,0,dark|fire,악|불꽃,0.6,10.8,45,60,30,80,50,65,330,data\images\0228_houndour.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png
229,229,헬가,houndoom,generation-ii,0,0,dark|fire,악|불꽃,1.4,35.0,75,90,50,110,80,95,500,data\images\0229_houndoom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png
230,230,킹드라,kingdra,generation-ii,0,0,water|dragon,물|드래곤,1.8,152.0,75,95,95,95,95,85,540,data\images\0230_kingdra.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png
231,231,코코리,phanpy,generation-ii,0,0,ground,땅,0.5,33.5,90,60,60,40,40,40,330,data\images\0231_phanpy.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png
232,232,코리갑,donphan,generation-ii,0,0,ground,땅,1.1,120.0,90,120,120,60,60,50,500,data\images\0232_donphan.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png
233,233,폴리곤2,porygon2,generation-ii,0,0,normal,노말,0.6,32.5,85,80,90,105,95,60,515,data\images\0233_porygon2.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/233.png
234,234,노라키,stantler,generation-ii,0,0,normal,노말,1.4,71.2,73,95,62,85,65,85,465,data\images\0234_stantler.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/234.png
235,235,루브도,smeargle,generation-ii,0,0,normal,노말,1.2,58.0,55,20,35,20,45,75,250,data\images\0235_smeargle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png
236,236,배루키,tyrogue,generation-ii,0,0,fighting,격투,0.7,21.0,35,35,35,35,35,35,210,data\images\0236_tyrogue.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png
237,237,카포에라,hitmontop,generation-ii,0,0,fighting,격투,1.4,48.0,50,95,95,35,110,70,455,data\images\0237_hitmontop.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png
238,238,뽀뽀라,smoochum,generation-ii,0,0,ice|psychic,얼음|에스퍼,0.4,6.0,45,30,15,85,65,65,305,data\images\0238_smoochum.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png
239,239,에레키드,elekid,generation-ii,0,0,electric,전기,0.6,23.5,45,63,37,65,55,95,360,data\images\0239_elekid.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png
240,240,마그비,magby,generation-ii,0,0,fire,불꽃,0.7,21.4,45,75,37,70,55,83,365,data\images\0240_magby.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png
241,241,밀탱크,miltank,generation-ii,0,0,normal,노말,1.2,75.5,95,80,105,40,70,100,490,data\images\0241_miltank.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png
242,242,해피너스,blissey,generation-ii,0,0,normal,노말,1.5,46.8,255,10,10,75,135,55,540,data\images\0242_blissey.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png
243,243,라이코,raikou,generation-ii,1,0,electric,전기,1.9,178.0,90,85,75,115,100,115,580,data\images\0243_raikou.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png
244,244,앤테이,entei,generation-ii,1,0,fire,불꽃,2.1,198.0,115,115,85,90,75,100,580,data\images\0244_entei.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png
245,245,스이쿤,suicune,generation-ii,1,0,water,물,2.0,187.0,100,75,115,90,115,85,580,data\images\0245_suicune.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png
246,246,애버라스,larvitar,generation-ii,0,0,rock|ground,바위|땅,0.6,72.0,50,64,50,45,50,41,300,data\images\0246_larvitar.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png
247,247,데기라스,pupitar,generation-ii,0,0,rock|ground,바위|땅,1.2,152.0,70,84,70,65,70,51,410,data\images\0247_pupitar.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png
248,248,마기라스,tyranitar,generation-ii,0,0,rock|dark,바위|악,2.0,202.0,100,134,110,95,100,61,600,data\images\0248_tyranitar.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png
249,249,루기아,lugia,generation-ii,1,0,psychic|flying,에스퍼|비행,5.2,216.0,106,90,130,90,154,110,680,data\images\0249_lugia.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png
250,250,칠색조,ho-oh,generation-ii,1,0,fire|flying,불꽃|비행,3.8,199.0,106,130,90,110,154,90,680,data\images\0250_ho_oh.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png
251,251,세레비,celebi,generation-ii,0,1,psychic|grass,에스퍼|풀,0.6,5.0,100,100,100,100,100,100,600,data\images\0251_celebi.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png
252,252,나무지기,treecko,generation-iii,0,0,grass,풀,0.5,5.0,40,45,35,65,55,70,310,data\images\0252_treecko.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png
253,253,나무돌이,grovyle,generation-iii,0,0,grass,풀,0.9,21.6,50,65,45,85,65,95,405,data\images\0253_grovyle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png
254,254,나무킹,sceptile,generation-iii,0,0,grass,풀,1.7,52.2,70,85,65,105,85,120,530,data\images\0254_sceptile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png
255,255,아차모,torchic,generation-iii,0,0,fire,불꽃,0.4,2.5,45,60,40,70,50,45,310,data\images\0255_torchic.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png
256,256,영치코,combusken,generation-iii,0,0,fire|fighting,불꽃|격투,0.9,19.5,60,85,60,85,60,55,405,data\images\0256_combusken.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png
257,257,번치코,blaziken,generation-iii,0,0,fire|fighting,불꽃|격투,1.9,52.0,80,120,70,110,70,80,530,data\images\0257_blaziken.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png
258,258,물짱이,mudkip,generation-iii,0,0,water,물,0.4,7.6,50,70,50,50,50,40,310,data\images\0258_mudkip.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png
259,259,늪짱이,marshtomp,generation-iii,0,0,water|ground,물|땅,0.7,28.0,70,85,70,60,70,50,405,data\images\0259_marshtomp.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png
260,260,대짱이,swampert,generation-iii,0,0,water|ground,물|땅,1.5,81.9,100,110,90,85,90,60,535,data\images\0260_swampert.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png
261,261,포챠나,poochyena,generation-iii,0,0,dark,악,0.5,13.6,35,55,35,30,30,35,220,data\images\0261_poochyena.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png
262,262,그라에나,mightyena,generation-iii,0,0,dark,악,1.0,37.0,70,90,70,60,60,70,420,data\images\0262_mightyena.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png
263,263,지그제구리,zigzagoon,generation-iii,0,0,normal,노말,0.4,17.5,38,30,41,30,41,60,240,data\images\0263_zigzagoon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png
264,264,직구리,linoone,generation-iii,0,0,normal,노말,0.5,32.5,78,70,61,50,61,100,420,data\images\0264_linoone.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png
265,265,개무소,wurmple,generation-iii,0,0,bug,벌레,0.3,3.6,45,45,35,20,30,20,195,data\images\0265_wurmple.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png
266,266,실쿤,silcoon,generation-iii,0,0,bug,벌레,0.6,10.0,50,35,55,25,25,15,205,data\images\0266_silcoon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png
267,267,뷰티플라이,beautifly,generation-iii,0,0,bug|flying,벌레|비행,1.0,28.4,60,70,50,100,50,65,395,data\images\0267_beautifly.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png
268,268,카스쿤,cascoon,generation-iii,0,0,bug,벌레,0.7,11.5,50,35,55,25,25,15,205,data\images\0268_cascoon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png
269,269,독케일,dustox,generation-iii,0,0,bug|poison,벌레|독,1.2,31.6,60,50,70,50,90,65,385,data\images\0269_dustox.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png
270,270,연꽃몬,lotad,generation-iii,0,0,water|grass,물|풀,0.5,2.6,40,30,30,40,50,30,220,data\images\0270_lotad.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png
271,271,로토스,lombre,generation-iii,0,0,water|grass,물|풀,1.2,32.5,60,50,50,60,70,50,340,data\images\0271_lombre.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png
272,272,로파파,ludicolo,generation-iii,0,0,water|grass,물|풀,1.5,55.0,80,70,70,90,100,70,480,data\images\0272_ludicolo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png
273,273,도토링,seedot,generation-iii,0,0,grass,풀,0.5,4.0,40,40,50,30,30,30,220,data\images\0273_seedot.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png
274,274,잎새코,nuzleaf,generation-iii,0,0,grass|dark,풀|악,1.0,28.0,70,70,40,60,40,60,340,data\images\0274_nuzleaf.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png
275,275,다탱구,shiftry,generation-iii,0,0,grass|dark,풀|악,1.3,59.6,90,100,60,90,60,80,480,data\images\0275_shiftry.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png
276,276,테일로,taillow,generation-iii,0,0,normal|flying,노말|비행,0.3,2.3,40,55,30,30,30,85,270,data\images\0276_taillow.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png
277,277,스왈로,swellow,generation-iii,0,0,normal|flying,노말|비행,0.7,19.8,60,85,60,75,50,125,455,data\images\0277_swellow.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png
278,278,갈모매,wingull,generation-iii,0,0,water|flying,물|비행,0.6,9.5,40,30,30,55,30,85,270,data\images\0278_wingull.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png
279,279,패리퍼,pelipper,generation-iii,0,0,water|flying,물|비행,1.2,28.0,60,50,100,95,70,65,440,data\images\0279_pelipper.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png
280,280,랄토스,ralts,generation-iii,0,0,psychic|fairy,에스퍼|페어리,0.4,6.6,28,25,25,45,35,40,198,data\images\0280_ralts.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png
281,281,킬리아,kirlia,generation-iii,0,0,psychic|fairy,에스퍼|페어리,0.8,20.2,38,35,35,65,55,50,278,data\images\0281_kirlia.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png
282,282,가디안,gardevoir,generation-iii,0,0,psychic|fairy,에스퍼|페어리,1.6,48.4,68,65,65,125,115,80,518,data\images\0282_gardevoir.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png
283,283,비구술,surskit,generation-iii,0,0,bug|water,벌레|물,0.5,1.7,40,30,32,50,52,65,269,data\images\0283_surskit.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png
284,284,비나방,masquerain,generation-iii,0,0,bug|flying,벌레|비행,0.8,3.6,70,60,62,100,82,80,454,data\images\0284_masquerain.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png
285,285,버섯꼬,shroomish,generation-iii,0,0,grass,풀,0.4,4.5,60,40,60,40,60,35,295,data\images\0285_shroomish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png
286,286,버섯모,breloom,generation-iii,0,0,grass|fighting,풀|격투,1.2,39.2,60,130,80,60,60,70,460,data\images\0286_breloom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png
287,287,게을로,slakoth,generation-iii,0,0,normal,노말,0.8,24.0,60,60,60,35,35,30,280,data\images\0287_slakoth.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png
288,288,발바로,vigoroth,generation-iii,0,0,normal,노말,1.4,46.5,80,80,80,55,55,90,440,data\images\0288_vigoroth.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png
289,289,게을킹,slaking,generation-iii,0,0,normal,노말,2.0,130.5,150,160,100,95,65,100,670,data\images\0289_slaking.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png
290,290,토중몬,nincada,generation-iii,0,0,bug|ground,벌레|땅,0.5,5.5,31,45,90,30,30,40,266,data\images\0290_nincada.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png
291,291,아이스크,ninjask,generation-iii,0,0,bug|flying,벌레|비행,0.8,12.0,61,90,45,50,50,160,456,data\images\0291_ninjask.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png
292,292,껍질몬,shedinja,generation-iii,0,0,bug|ghost,벌레|고스트,0.8,1.2,1,90,45,30,30,40,236,data\images\0292_shedinja.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png
293,293,소곤룡,whismur,generation-iii,0,0,normal,노말,0.6,16.3,64,51,23,51,23,28,240,data\images\0293_whismur.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png
294,294,노공룡,loudred,generation-iii,0,0,normal,노말,1.0,40.5,84,71,43,71,43,48,360,data\images\0294_loudred.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png
295,295,폭음룡,exploud,generation-iii,0,0,normal,노말,1.5,84.0,104,91,63,91,73,68,490,data\images\0295_exploud.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png
296,296,마크탕,makuhita,generation-iii,0,0,fighting,격투,1.0,86.4,72,60,30,20,30,25,237,data\images\0296_makuhita.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png
297,297,하리뭉,hariyama,generation-iii,0,0,fighting,격투,2.3,253.8,144,120,60,40,60,50,474,data\images\0297_hariyama.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png
298,298,루리리,azurill,generation-iii,0,0,normal|fairy,노말|페어리,0.2,2.0,50,20,40,20,40,20,190,data\images\0298_azurill.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png
299,299,코코파스,nosepass,generation-iii,0,0,rock,바위,1.0,97.0,30,45,135,45,90,30,375,data\images\0299_nosepass.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png
300,300,에나비,skitty,generation-iii,0,0,normal,노말,0.6,11.0,50,45,45,35,35,50,260,data\images\0300_skitty.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png
301,301,델케티,delcatty,generation-iii,0,0,normal,노말,1.1,32.6,70,65,65,55,55,90,400,data\images\0301_delcatty.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png
302,302,깜까미,sableye,generation-iii,0,0,dark|ghost,악|고스트,0.5,11.0,50,75,75,65,65,50,380,data\images\0302_sableye.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png
303,303,입치트,mawile,generation-iii,0,0,steel|fairy,강철|페어리,0.6,11.5,50,85,85,55,55,50,380,data\images\0303_mawile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png
304,304,가보리,aron,generation-iii,0,0,steel|rock,강철|바위,0.4,60.0,50,70,100,40,40,30,330,data\images\0304_aron.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png
305,305,갱도라,lairon,generation-iii,0,0,steel|rock,강철|바위,0.9,120.0,60,90,140,50,50,40,430,data\images\0305_lairon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png
306,306,보스로라,aggron,generation-iii,0,0,steel|rock,강철|바위,2.1,360.0,70,110,180,60,60,50,530,data\images\0306_aggron.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png
307,307,요가랑,meditite,generation-iii,0,0,fighting|psychic,격투|에스퍼,0.6,11.2,30,40,55,40,55,60,280,data\images\0307_meditite.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png
308,308,요가램,medicham,generation-iii,0,0,fighting|psychic,격투|에스퍼,1.3,31.5,60,60,75,60,75,80,410,data\images\0308_medicham.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png
309,309,썬더라이,electrike,generation-iii,0,0,electric,전기,0.6,15.2,40,45,40,65,40,65,295,data\images\0309_electrike.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png
310,310,썬더볼트,manectric,generation-iii,0,0,electric,전기,1.5,40.2,70,75,60,105,60,105,475,data\images\0310_manectric.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png
311,311,플러시,plusle,generation-iii,0,0,electric,전기,0.4,4.2,60,50,40,85,75,95,405,data\images\0311_plusle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png
312,312,마이농,minun,generation-iii,0,0,electric,전기,0.4,4.2,60,40,50,75,85,95,405,data\images\0312_minun.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png
313,313,볼비트,volbeat,generation-iii,0,0,bug,벌레,0.7,17.7,65,73,75,47,85,85,430,data\images\0313_volbeat.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png
314,314,네오비트,illumise,generation-iii,0,0,bug,벌레,0.6,17.7,65,47,75,73,85,85,430,data\images\0314_illumise.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png
315,315,로젤리아,roselia,generation-iii,0,0,grass|poison,풀|독,0.3,2.0,50,60,45,100,80,65,400,data\images\0315_roselia.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png
316,316,꼴깍몬,gulpin,generation-iii,0,0,poison,독,0.4,10.3,70,43,53,43,53,40,302,data\images\0316_gulpin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png
317,317,꿀꺽몬,swalot,generation-iii,0,0,poison,독,1.7,80.0,100,73,83,73,83,55,467,data\images\0317_swalot.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png
318,318,샤프니아,carvanha,generation-iii,0,0,water|dark,물|악,0.8,20.8,45,90,20,65,20,65,305,data\images\0318_carvanha.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png
319,319,샤크니아,sharpedo,generation-iii,0,0,water|dark,물|악,1.8,88.8,70,120,40,95,40,95,460,data\images\0319_sharpedo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png
320,320,고래왕자,wailmer,generation-iii,0,0,water,물,2.0,130.0,130,70,35,70,35,60,400,data\images\0320_wailmer.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png
321,321,고래왕,wailord,generation-iii,0,0,water,물,14.5,398.0,170,90,45,90,45,60,500,data\images\0321_wailord.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png
322,322,둔타,numel,generation-iii,0,0,fire|ground,불꽃|땅,0.7,24.0,60,60,40,65,45,35,305,data\images\0322_numel.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png
323,323,폭타,camerupt,generation-iii,0,0,fire|ground,불꽃|땅,1.9,220.0,70,100,70,105,75,40,460,data\images\0323_camerupt.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png
324,324,코터스,torkoal,generation-iii,0,0,fire,불꽃,0.5,80.4,70,85,140,85,70,20,470,data\images\0324_torkoal.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/324.png
325,325,피그점프,spoink,generation-iii,0,0,psychic,에스퍼,0.7,30.6,60,25,35,70,80,60,330,data\images\0325_spoink.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/325.png
326,326,피그킹,grumpig,generation-iii,0,0,psychic,에스퍼,0.9,71.5,80,45,65,90,110,80,470,data\images\0326_grumpig.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/326.png
327,327,얼루기,spinda,generation-iii,0,0,normal,노말,1.1,5.0,60,60,60,60,60,60,360,data\images\0327_spinda.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/327.png
328,328,톱치,trapinch,generation-iii,0,0,ground,땅,0.7,15.0,45,100,45,45,45,10,290,data\images\0328_trapinch.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/328.png
329,329,비브라바,vibrava,generation-iii,0,0,ground|dragon,땅|드래곤,1.1,15.3,50,70,50,50,50,70,340,data\images\0329_vibrava.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/329.png
